Unnamed: 0,ticker,risk,return,value
107,IOSP,0.367915717997656,0.0856868232439291,0.0007928956549318115
108,QQQ,0.339236278584942,0.374160464106331,0.59
109,SIC,0.771129581145731,0.611790894330125,0.49
110,IMKTA,0.258921697873676,0.976695740437401,0.22
111,ALBO,0.608746939286741,0.735717086745446,0.34
112,RAVE,0.747047971141675,0.0848484774047458,0.0014800718892060483
113,UGLD,0.072041904951964,0.43052009426281,0.61
114,ESLT,0.273323638736948,0.0844871325370592,0.84
115,MRAM,0.575350710028321,0.287313418562042,5.285971032878744e-05
116,BELFB,0.631465242494885,0.903474900276133,0.003171582619727246
117,EMMS,0.640472680062471,0.0560793779755552,0.16
118,CYTK,0.360500511252183,2.99248103115853,0.49
119,FTAG,0.341071335125855,0.288750012715658,0.62
120,WING,0.637044979150426,0.837759423071631,0.74
121,MBIN,0.301527498016149,1.17734618320479,0.87
122,SPWH,0.528909044049867,0.168525484731284,0.0047045142192620815
123,FORTY,0.304417311485004,0.156975076078285,0.0033301617507136083
124,AMGN,0.289658099038207,0.0386831024546682,0.0029072840680833094
125,NWS,0.407838696579672,0.397129212178323,0.49
126,ICCH,0.269246782135222,0.107892811429728,0.63
127,REGN,0.308451431397882,1.00653431402943,0.78
128,WERN,0.232685147677177,0.288261173893073,0.0035416005920287583
129,RRR,0.657153268590573,0.854552841886538,0.03
130,DYSL,0.231460660541554,1.12499987582366,0.77
131,HFWA,0.323199672382158,0.0035174245654693,0.19
132,PBPB,0.534374855108569,0.871194334147158,0.0007400359446030242
133,LSCC,0.39483624797411,2.89465593428527,0.47
134,STLD,0.350793174959629,2.5069765708845,0.004598794798604507
135,BMRA,0.771067350240103,0.0204081434053665,0.5
136,ELSE,0.378820237752859,0.178378399277012,0.28
137,LOPE,0.355160433465377,0.204629960574892,0.52
138,DALI,0.231738718233421,0.210781512762758,0.0024844063854530096
139,OSTK,0.84591980140066,2.41949143296033,0.0029072840680833094
140,SBUX,0.407475635240057,0.238538311256257,0.32
141,CAR,0.583293176417123,5.1456220575997,0.32
142,TCBK,0.35883122524295,0.23382957605372,0.0014800718892060483
143,EXLS,0.307743530545796,1.44272644686493,0.96
144,FTXR,0.388372276742487,0.161632615692761,0.04
145,SNDX,0.438648524930707,2.2356258323819,0.65
146,NVMI,0.49195593474787,1.3669101688561,0.44
147,PSC,0.356873588743365,0.307833576479427,0.24
148,MASI,0.619543035258326,0.0757747961103504,0.0013743524685484734
149,ITIC,0.357677864737177,0.0253164556962025,0.0003700179723015121
150,APPF,0.534833739531479,0.0155501420415158,0.62
151,TWLVU,0.0219258998571339,0.0069791276532565,0.28
152,LCA,0.0198026766932688,0.0313531247636346,0.0029072840680833094
153,NVEC,0.436127638855102,0.0149025020800193,0.0033301617507136083
154,UMBF,0.333604310200841,0.306912036654701,0.0030130034887408835
155,UBSI,0.464755623436349,0.0334190022125243,0.004598794798604507
156,FORD,0.703842223730904,0.259999990463257,0.00010571942065757488
157,FCEL,0.906006419229915,0.321299679073097,0.17
158,ATLC,0.68736101750619,2.65168554977612,0.26
159,SNSR,0.350162087342849,0.351112931143111,0.86
160,NATH,0.361566859466294,0.0458663348211228,0.75
161,WTFC,0.542889751215073,0.288309876347931,0.26
162,ICFI,0.324115544281477,0.11112320414325,0.0
163,MCRB,0.894775328393217,0.576368802619994,0.49
164,QQEW,0.292225721455756,0.306275932865433,0.32
165,CDL,0.313845805772014,0.213948009642557,0.0007400359446030242
166,DGICA,0.208002939839232,0.0133511861849893,0.0024315466751242223
167,UFPI,0.275215914026201,0.948958396911621,0.95
168,MNST,0.194081999174134,0.627267093822111,0.000845755365260599
169,FTXO,0.453675075141066,0.0166194944109897,0.0002642985516439372
170,SGEN,0.361303866645705,0.226844865267942,0.13
171,TMDI,0.848817460352579,0.784313810279581,0.32
172,ATEC,0.615346776853422,0.82608699141439,0.003171582619727246
173,NWSA,0.452989628807051,0.429781236400719,0.72
174,LION,0.0029440367229203,0.0367346581296598,0.0002642985516439372
175,WNEB,0.456394917427841,0.0124610471581545,0.0009514747859181739
176,ICCC,0.413785864434504,0.440776687163257,0.01
177,CTG,0.372307098476086,0.349056573217983,0.7
178,DMLP,0.525234428957445,0.492331356393075,0.0009514747859181739
179,PFSW,0.512448519289661,0.729870133087112,0.56
180,RCKY,0.682746690810427,0.0660345008550127,0.0018901660280970626
181,NVCR,0.689354710146139,0.091714606920369,0.02
182,ATVI,0.419679447305952,0.278083790516514,0.84
183,SBSI,0.313553859477033,0.0180059661415622,0.99
184,JBHT,0.244332371137725,0.603477528456703,0.69
185,TWNK,0.264552409606167,0.585332345364228,0.0024521072796934865
186,UONEK,0.635501859176506,1.60732989848299,0.67
187,YLCO,0.207631073189714,0.0499932992843404,0.96
188,AMAL,0.509450869359828,0.181771404365471,0.00020434227330779056
189,INTL,0.0,0.0776302586152395,0.75
190,ASUR,0.458840671025362,0.291616124628901,0.001277139208173691
191,KIRK,0.904111024043839,1.90476199486719,0.41
192,ETSY,0.754086305135633,2.07716404939124,0.91
193,CSWI,0.294200100456207,0.748254630413329,0.91
194,USMC,0.227394265200634,0.208081477951827,0.0024010217113665387
195,CWST,0.238606535982388,0.732324383709882,0.0009195402298850574
196,ALJJ,0.457356790102455,0.777777777777778,0.18
197,MORN,0.365397435528474,0.605712109634091,0.0031673052362707534
198,NNDM,0.870034641362036,0.0494296085040186,0.2
199,VRAY,0.651917705945173,0.0876778153535018,0.23
200,OZK,0.463039247282862,0.480868934597362,0.0034738186462324396
201,NRIM,0.352860883794145,0.393647461388977,0.9
202,ESTA,0.481556472478547,1.46254082454484,0.00495530012771392
203,ZS,0.714249842523428,1.64902936828628,0.0031162196679438057
204,NXPI,0.380620767547967,0.433092268749737,0.54
205,BWEN,0.854845643069097,2.25301217105327,0.03
206,MERC,0.428556209056229,0.0241350949070877,0.81
207,EUFN,0.364111300508109,0.0101729788652963,0.0018390804597701149
208,LOGI,0.632455654678176,0.232734969649188,0.00010217113665389528
209,SNFCA,0.340476682215452,0.327049176802877,0.38
210,FDTS,0.4217944088522,0.0523316201454763,0.002656449553001277
211,DSGX,0.290211560099077,0.715292392918302,0.26
212,EXPO,0.25780039442904,0.476670468179361,0.88
213,VRSN,0.339327121037511,0.118721455825137,0.03
214,OPRX,0.84734768237882,0.751219586628239,0.36
215,LWAY,0.422260302402906,1.71065993656614,0.95
216,KNSA,0.759723119458294,0.301530196668938,0.77
217,FSBW,0.432628462175018,0.127666302048767,0.002145593869731801
218,GRIN,0.59806110782509,1.24847562936872,0.35
219,HOLX,0.348346230283172,0.561804321107607,0.64
220,METC,0.577930152777712,1.89722238374346,0.1
221,AVID,0.427194503397874,2.50404633556416,0.08
222,ON,0.461291692069586,1.96767664437342,0.35
223,DORM,0.30915970830247,0.279630843917673,0.0011738341692455448
224,HIFS,0.392897642679715,0.393289420136947,0.1
225,LULU,0.43851622089542,0.317647114319847,0.14
226,MIDD,0.491734436540156,0.407296743044186,0.004161775690961478
227,PACB,0.885169331195224,1.14506769611842,0.92
228,LKQ,0.435890860025722,0.641425447940212,0.78
229,NATI,0.3478930340466,0.269692018573172,0.07
230,IUSG,0.307587952955708,0.26617644814884,0.63
231,ALTR,0.42868837841456,0.467661636988013,0.33
232,OTTR,0.290285058968763,0.248783392246904,5.335609860207022e-05
233,CLGN,0.781861850819867,0.92745377185055,0.48
234,TANNI,0.243040926446434,0.0121378016769731,0.14
235,WSC,0.46308011568991,1.61239897992318,0.7
236,PSCU,0.285186744749379,0.106845642909572,0.0005869170846227724
237,AMRK,0.293004829148492,8.18854402726188,0.73
238,FYT,0.441329805816236,0.320843037170021,0.0050154732685946
239,PPSI,0.706182233869528,0.273913098913962,0.0025610927328993706
240,BWB,0.295679829179154,0.135766469799048,0.57
241,ICUI,0.371949316700274,0.0322115324658048,0.32
242,TUR,0.506665957294095,0.244036753243263,1.0
243,PXS,0.665468483829752,0.0446428143780452,0.000960409774837264
244,TAIT,0.474485424965367,0.370629447579964,0.25
245,AIQ,0.399989262028724,0.272828606662637,0.53
246,CCRN,0.4243105720096,1.39430540419827,0.68
247,ADBE,0.597550480307644,0.122242413145123,0.004428556183971828
248,ACNB,0.400217834228155,0.0423840655396316,0.0013872585636538258
249,HNRG,0.783416847631844,1.9466667175293,0.005068829367196671
250,CYBR,0.390928841324472,0.19197903352828,0.00010671219720414045
251,CPSI,0.290960237458766,0.105758355220823,0.0014939707608579663
252,MCRI,0.477246855753657,0.567512296896446,0.0028278732259097218
253,TGTX,0.913288304320829,0.370837084867317,0.002881229324511792
254,MDRX,0.344685619501818,0.818274025766052,0.0044819122825738985
255,FVC,0.206251126611683,0.287207251196509,0.92
256,INTG,0.313070130803187,0.149600016276042,0.0041614439709200274
257,VECO,0.363288318127724,0.330207649323805,0.97
258,CCBG,0.350442620924716,0.0604180382353001,0.31
259,ULH,0.374666081616313,0.894514762838891,0.0041614439709200274
260,JKHY,0.242531480152635,0.229535023124144,0.54
261,VTHR,0.256286432052758,0.245671159273177,0.37
262,CENX,0.783536585046447,0.469280997515897,0.2
263,CTAS,0.380682884436115,0.644334152231902,0.5
264,HLIT,0.32716051748705,0.688461506954548,0.004211581850087739
265,CENT,0.395465593593892,0.352466891878551,0.0
266,BBH,0.338795593500488,0.19438908129575,0.95
267,FENC,0.54012327429158,0.512084652858941,0.36
268,LEDS,0.923761709040153,0.020202000741265,0.00020055151667084474
269,GSKY,0.585887607017754,0.146067443421929,0.07
270,CLIR,0.923812712337221,0.0136986167150362,0.02
271,VONG,0.31166170996195,0.311227034537389,0.0012534469791927795
272,PZZA,0.462680352537905,0.426140933564217,0.49
273,IPDN,0.823849003478932,1.77472529955754,0.14
274,VUZI,0.877325275014716,1.54146349235775,0.00466282276259714
275,CSX,0.290213471141331,0.273825913859555,0.49
276,CPHC,0.31950499090495,1.13603225473158,0.1
277,RIOT,0.948085065719868,4.50000005228478,0.00466282276259714
278,DGICB,0.204858935958569,0.317133387060651,0.0048132364001002735
279,PEZ,0.385476614011663,0.245774941498715,0.005013787916771118
280,LINK,0.440701465718947,0.867368396959807,0.0006016545500125342
281,VCEL,0.664280059893958,0.5697142464774,0.004412133366758584
282,VRTS,0.504684085147705,0.748128930066158,0.43
283,HWC,0.561969253939708,0.166553326449648,0.14
284,LEGR,0.324259653741273,0.163315758745957,0.004412133366758584
285,ESCA,0.619546296961048,0.283658824124413,0.25
286,EDAP,0.487762785278795,1.48868773984801,0.35
287,APEN,0.629168930064988,2.29865767140576,0.97
288,BCRX,0.460714143206442,1.97183107956136,0.0034093757834043606
289,ASML,0.479103110584168,1.1935142926748,0.0005013787916771118
290,KBWP,0.261273201551842,0.248360590296074,0.0038104788167460497
291,SSBI,0.407948069417372,0.375216400971325,0.003108548508398093
292,DTUL,0.0091585909634231,0.189685126437115,0.88
293,BANR,0.427678485325287,0.136969507376208,0.0031586863875658045
294,XEL,0.178988221321814,0.0821400073748813,0.0009024818250188012
295,TSCO,0.234580465069012,1.43345073702767,0.004111306091752316
296,ISIG,0.73304996455259,0.788732538956494,0.0006517924291802454
297,GOOG,0.41667755768627,0.488874863483569,0.33
298,HCKT,0.291956227570079,0.3667285267283,0.00426171972925545
299,CLMT,0.745895206486847,3.42663060326573,0.2
300,RDVY,0.297397658458006,0.326688803599165,0.33
301,BATRK,0.362703951092006,0.167676747956536,0.00010027575833542237
302,PEY,0.324249347473547,0.124079844700509,0.34
303,HIHO,0.606631021455846,0.450617220812029,0.46
304,FOLD,0.727646521267035,0.327902277708416,0.48
305,MTSI,0.414083679487653,1.47946707142255,0.73
306,DHIL,0.377358467275162,0.335341165479085,0.21
307,UNFI,0.301840059519693,3.70814459428495,0.72
308,RDCM,0.301107833884715,0.241134746176651,0.0002506893958385559
309,BIDU,0.790433842294839,0.0400802143984091,0.16
310,TSBK,0.414032146681777,0.117449667436476,0.00020055151667084474
311,DGRS,0.348040781561301,0.183684198479903,0.46
312,MITK,0.610046465352336,0.275549758389142,0.0004011030333416895
313,APWC,0.796350654979699,0.126760614223364,0.61
314,CPSH,0.883513701360102,1.84615398722993,0.36
315,ARCW,0.324734350676852,4.93750005820766,0.6
316,TCBI,0.613972291493044,0.155878234275669,0.003609927300075205
317,KE,0.431438737874414,0.444255820462688,0.0014539984958636242
318,TACO,0.566874707448731,0.582542681448598,0.48
319,SIGI,0.259392680031847,0.451489754462875,0.86
320,SCHN,0.561736798029438,0.543795622025804,0.004111306091752316
321,CEVA,0.655325707614454,0.210968865445587,0.0015542742541990466
322,ASET,0.252641206156189,0.0411668472427559,0.0014038606166959131
323,TSRI,0.528980082924153,1.2916667273751,0.73
324,FLAT,0.080397417722112,0.0278823338702643,0.0021057909250438694
325,PID,0.341949037436248,0.0512223018122698,0.0024066182000501367
326,TTD,0.617819479920679,0.923952722477509,0.54
327,FAAR,0.125864898024197,0.156648790620231,0.004311857608423161
328,TGLS,0.514605407502328,3.15030323375355,0.62
329,CACG,0.368369105045095,0.0541040962573849,0.75
330,UVSP,0.459512410656455,0.0089186091593844,0.16
331,BEAT,0.722991581510382,0.0779944228646477,0.0009526197041865124
332,DWLD,0.423412165322662,0.109794657194004,0.3
333,PTF,0.395602165335506,0.564687807691123,0.17
334,RCM,0.701438994274649,0.0965517402655979,0.39
335,BPRN,0.363018099708647,0.0901587350027901,0.31
336,CGBD,0.624537864983598,0.123973099690017,0.004111306091752316
337,RARE,0.750457476013782,0.0497916051571031,0.26
338,EBAY,0.53065294376876,0.359516622011694,0.0032589621459012267
339,EBTC,0.372892229006515,0.0486869741987334,0.48
340,BHACU,0.0315562847494457,0.0105528138616516,0.0004011030333416895
341,FAST,0.27368568799208,0.363268520518914,0.36
342,COHU,0.48492164716443,0.556514294911312,0.15
343,DOX,0.24540214035554,0.271331813151891,0.83
344,SHLD,0.0995777937697761,0.100385193677693,0.28
345,MRSN,0.887765019296854,0.132530118504294,0.0035597894209074936
346,CROX,0.720164684822081,1.88349509739583,0.00010027575833542237
347,IJT,0.296764845897507,0.193661243421728,0.17
348,ESEA,0.533774018975009,3.9375,0.004562547004261718
349,CAPR,0.685806044042491,2.24615380383102,0.06
350,GERN,0.616766346055572,1.42647052765099,0.0033205619412515967
351,MYRG,0.310108784470984,2.01552517990624,0.0003575989782886335
352,CMCTP,0.194391787776201,0.107932875584198,0.65
353,SAIA,0.46496426063117,1.910895330747,0.53
354,EMCG,0.0409301935240279,0.0310000419616699,0.004035759897828863
355,VRNT,0.370559741166948,0.342733014463277,0.14
356,DWMC,0.315086974988663,0.406381210293597,0.46
357,PIO,0.346547440311064,0.145987772684617,0.0005108556832694764
358,PFM,0.212532069116919,0.215469644767015,0.002554278416347382
359,GILD,0.270328081732458,0.280940088586202,0.38
360,MTEX,0.599292516963945,0.142857142857143,0.52
361,RNLC,0.253100044395942,0.27137525208509,0.59
362,IBTX,0.57807393344388,0.100736231795506,0.0042445631438382345
363,DFVL,0.157460733580956,0.173669095587375,0.003958412819534534
364,HUBG,0.239733732063548,0.615880157350297,0.0007630675314765366
365,PPIH,0.450348441433689,0.0855614122375891,0.003624570774513549
366,ABUS,0.791478791920214,0.0827338206620575,0.0025276611980160277
367,HSON,0.429386062362178,1.08786620595551,0.0017645936665394908
368,FRPT,0.770236144309924,0.0658028236721296,0.003338420450209847
369,EXPE,0.561827135568178,0.0498760004426127,0.47
370,FSV,0.41592301726251,0.53589845754866,0.004483021747424652
371,AMZN,0.577977620436735,0.100053304036458,0.004387638305990086
372,AEHR,0.717476552848688,16.4799995422363,0.98
373,GRMN,0.554366785546481,0.0129071345153189,0.0010492178557802378
374,MANH,0.423059272771552,0.626653376630671,0.0036722624952308324
375,EQIX,0.331329590591256,0.264116111783054,0.0012876764593666556
376,CBAY,0.786969497726841,3.28061233675018,0.75
377,ACLS,0.300961187978677,3.49877228091811,0.83
378,FFIV,0.41005125426855,0.0515596466854621,0.43
379,EDRY,0.630028239695452,1.0704500932212,0.001144601297214805
380,PANL,0.332729272468445,1.07167236633526,0.87
381,III,0.452585960597498,1.07114617801349,0.29
382,FHK,0.21902162919784,0.0005647676627422,0.92
383,POOL,0.484763775764968,0.816858157610547,0.45
384,PEBK,0.526719021632201,0.0069760246806391,0.72
385,GWRS,0.424987550800299,0.0715361316541675,0.0032907287294925637
386,PDD,0.828193582726763,1.54493515212815,0.003910721098817249
387,VKTX,0.742411792034985,0.0618182095614346,0.21
388,AMD,0.63240513283014,0.603713199894367,0.004626096909576503
389,VBFC,0.366495199888836,0.495150685035608,0.12
390,CSQ,0.373082066679353,0.0549853358594049,0.0026230446394505946
391,NTLA,0.770630976980166,1.86950633780744,0.5
392,FAT,0.705297457753075,0.442888009549075,0.6
393,VICR,0.674413413284486,0.477234049046293,0.23
394,CSA,0.339758545932659,0.287613720105596,0.003624570774513549
395,CHSCP,0.143532531275673,0.0431526050272919,0.65
396,CODX,0.91120733902314,2.60000010596382,0.0034338038916444146
397,CIGI,0.41890195969208,0.375657309952049,0.92
398,VIVO,0.427762004564052,2.47697027933188,0.002146127432277759
399,GCBC,0.356369419696603,0.706169391835019,0.06
