Unnamed: 0,ticker,risk,return,value
0,LMB,0.665555397745964,2.45967736198304,0.00013798207686621433
1,GECCM,0.0117332202251645,0.202107346279615,0.00022578885305380526
2,OXBR,0.81053226704833,2.0405405013556,0.00022578885305380526
3,LIVE,0.630844100227563,3.72954206570089,9.407868877241885e-05
4,NVEE,0.330512695490454,1.61096954511547,0.00010035060135724677
5,ANAB,0.468864449187136,0.520464148663662,0.00027596415373242866
6,FNK,0.430868620950918,0.331227723807535,0.0003888585802593313
7,ADRA,0.0262797047435996,0.0897369189585047,0.0004954810942014061
8,HDSN,0.262239439000716,9.52577292474453,0.06319465309840516
9,GNPX,0.775387267371894,3.32352945043554,0.00047666535644692225
10,PLUS,0.284411744479338,0.171294088924632,0.0005142968319558897
11,PIZ,0.405818591556792,0.0314661080571035,0.0005393844822952013
12,LANC,0.394168659869175,0.19428714136766,0.00043276196835312673
13,MRUS,0.518858863193706,0.106382975845256,7.526295101793508e-05
14,IGF,0.300323947915559,0.0035350003827389,0.0002696922411476007
15,VIRC,0.548001982501686,0.139534855353118,0.00017263241375323855
16,LNGR,0.148413400052555,0.194985487450361,0.0002286213047002348
17,FNCB,0.285201700645252,0.0212234795800594,0.00044324538666372045
18,ARTW,0.673250499563896,0.36612018654234,2.7994445473498137e-05
19,SGRY,0.644241150532304,1.07759710350363,0.0002519500092614832
20,CRAI,0.38693227715798,1.17297493731976,0.00024261852743698385
21,AVHI,0.0020262922311292,0.0609136451328628,3.266018638574783e-05
22,ESGD,0.327092718872789,0.0359514551973568,0.0003172703820329789
23,IBB,0.325855351744248,0.125721348856792,0.0003872564957167242
24,RYTM,0.908074242584484,0.181936089147202,0.00029860741838398007
25,GOLD,0.582278038851688,0.0448957880112887,0.00021928982287573539
26,BL,0.603017704879153,0.379177893925186,0.05
27,HEES,0.569423920999721,0.510537294866599,0.0003499305684187268
28,CHMG,0.385553717438574,0.221596309378765,0.0003732592729799752
29,FCBC,0.391971083066592,0.0497255099232324,0.00014463796827974035
30,RDVT,0.567607207833069,0.270710891603466,8.398333642049442e-05
31,ATSG,0.291320235978941,0.197546539630575,0.0003172703820329789
32,HMNF,0.341440746413373,0.0220037125432814,0.00039192223662897385
33,SBAC,0.337246105737651,0.233796418452385,0.0004479111275759702
34,RBBN,0.759176673106039,0.132258096272195,0.00034059908659422736
35,AZPN,0.230924613819555,0.626565152867613,2.7994445473498137e-05
36,PLPC,0.265135346826897,0.458794433427358,7.465185459599502e-05
37,CYCCP,0.326827083321029,1.41800003051758,0.0002471715166024723
38,SIMO,0.432021890010231,0.256862715178845,7.41514549807417e-05
39,TATT,0.342083008881946,0.151093383766208,0.00036581384457165896
40,AVT,0.417436546159288,0.0674732795897097,4.449087298844501e-05
41,IRIX,0.783318778644926,0.0090909002241026,0.0003460401232434611
42,MSFT,0.304314869646017,0.560712932760807,0.0002175109346101756
43,BGNE,0.632999171274725,0.523809523809524,0.00011369889763713726
44,BANFP,0.114625019796101,0.0054844466704981,0.00023728465593837337
45,BILI,0.943798900840618,0.284026753039096,0.000311436110919115
46,FLEX,0.377850593675782,0.828504271295763,0.00036581384457165896
47,CASY,0.213275884227338,0.476560038515142,0.00017302006162173055
48,LRGE,0.342107089148713,0.175300804140553,1.977372132819778e-05
49,BRAC,0.0169811602545265,0.0535894554674127,0.000608322392418012
